identity_id,customer_id,identifier_type,identifier_value,device_type,browser,ip_region,active_hours,confidence,matched_by
ID_3043DA37,CUST_A95EB599,email,urvi63@gmail.com,,,MH,Evening,1.0,deterministic
ID_DA24084F,CUST_A95EB599,device_id,DEV_69406BCF,Mobile,Firefox,DL,Night,1.0,deterministic
ID_65547445,CUST_D380949A,email,tanveer990@gmail.com,,,TN,Morning,1.0,deterministic
ID_B89A685F,CUST_D380949A,device_id,DEV_A00E55E0,Mobile,Edge,KA,Afternoon,1.0,deterministic
ID_0DFBB5C8,CUST_D380949A,phone,917796869706,,,DL,Afternoon,1.0,deterministic
ID_D022427F,CUST_12C6D82F,email,qasim232@gmail.com,,,TN,Morning,1.0,deterministic
ID_EB0E1925,CUST_12C6D82F,device_id,DEV_629101A9,Desktop,Firefox,MH,Morning,1.0,deterministic
ID_3E37368A,CUST_12C6D82F,phone,917314600531,,,DL,Afternoon,1.0,deterministic
ID_F5CD7FB4,CUST_F617AAB8,email,fariq597@gmail.com,,,TN,Night,1.0,deterministic
ID_A4ED003F,CUST_F617AAB8,device_id,DEV_AC837BDC,Tablet,Firefox,TN,Night,1.0,deterministic
ID_1C700238,CUST_EACDCB8F,email,tanish515@gmail.com,,,MH,Afternoon,1.0,deterministic
ID_0B402F17,CUST_EACDCB8F,device_id,DEV_A045C2DF,Mobile,Edge,TN,Night,1.0,deterministic
ID_34767D15,CUST_EACDCB8F,phone,918531390644,,,MH,Morning,1.0,deterministic
ID_62BE44E3,CUST_3E4E7988,email,zashil793@gmail.com,,,KA,Night,1.0,deterministic
ID_4CF8FDEC,CUST_3E4E7988,device_id,DEV_57401422,Desktop,Edge,TN,Night,1.0,deterministic
ID_CF31D9BE,CUST_3E4E7988,phone,917855059099,,,MH,Morning,1.0,deterministic
ID_21F88429,CUST_F1B72375,email,faraj803@gmail.com,,,TN,Night,1.0,deterministic
ID_9AFB0555,CUST_F1B72375,device_id,DEV_91271C09,Tablet,Firefox,TN,Afternoon,1.0,deterministic
ID_47ECFF84,CUST_4456FF3A,email,ekapad428@gmail.com,,,KA,Night,1.0,deterministic
ID_10B2CB5D,CUST_4456FF3A,device_id,DEV_D3123795,Tablet,Chrome,KA,Evening,1.0,deterministic
ID_172F9FC9,CUST_4456FF3A,phone,917557818630,,,KA,Morning,1.0,deterministic
ID_6F13BD00,CUST_3EEB5BD5,email,sarthak23@gmail.com,,,MH,Morning,1.0,deterministic
ID_9F953865,CUST_3EEB5BD5,device_id,DEV_BDB2AF50,Desktop,Edge,MH,Evening,1.0,deterministic
ID_6F408F97,CUST_68AD3E36,email,yauvani478@gmail.com,,,TN,Night,1.0,deterministic
ID_04612030,CUST_68AD3E36,device_id,DEV_B46BAE2A,Desktop,Safari,DL,Morning,1.0,deterministic
ID_F3F0C191,CUST_68AD3E36,phone,918282532823,,,MH,Afternoon,1.0,deterministic
ID_990A30FC,CUST_D6AD16EF,email,samuel306@gmail.com,,,TN,Afternoon,1.0,deterministic
ID_5EFEE903,CUST_D6AD16EF,device_id,DEV_3651B7DD,Tablet,Firefox,TN,Night,1.0,deterministic
ID_39BE693A,CUST_D6AD16EF,phone,919581054596,,,MH,Morning,1.0,deterministic
ID_6C512428,CUST_08C4C971,email,neha535@gmail.com,,,TN,Night,1.0,deterministic
ID_6672552E,CUST_08C4C971,device_id,DEV_4633F9B6,Mobile,Safari,KA,Night,1.0,deterministic
ID_8A33D47F,CUST_08C4C971,phone,917481640061,,,MH,Evening,1.0,deterministic
ID_E76CE9C3,CUST_008A2B5A,email,ikbal169@gmail.com,,,KA,Morning,1.0,deterministic
ID_69F7B393,CUST_008A2B5A,device_id,DEV_FF39012C,Mobile,Chrome,MH,Afternoon,1.0,deterministic
ID_00CBAFF4,CUST_008A2B5A,phone,919172476132,,,DL,Night,1.0,deterministic
ID_10491517,CUST_AFA1A280,email,baljiwan740@gmail.com,,,MH,Evening,1.0,deterministic
ID_D88EE2FB,CUST_AFA1A280,device_id,DEV_2C8844BB,Tablet,Chrome,KA,Afternoon,1.0,deterministic
ID_B777F62E,CUST_AFA1A280,phone,917155374108,,,DL,Afternoon,1.0,deterministic
ID_4BF6F480,CUST_347B3E0F,email,advay269@gmail.com,,,DL,Night,1.0,deterministic
ID_1D1135D9,CUST_347B3E0F,device_id,DEV_A7B51764,Tablet,Chrome,DL,Evening,1.0,deterministic
ID_BA851D05,CUST_CAAAF0E2,email,riya882@gmail.com,,,MH,Morning,1.0,deterministic
ID_32006E3E,CUST_CAAAF0E2,device_id,DEV_6F38B689,Desktop,Edge,KA,Night,1.0,deterministic
ID_EA3BEFA4,CUST_CAAAF0E2,phone,917848109316,,,DL,Morning,1.0,deterministic
ID_BCFE5853,CUST_FCB4B49A,email,darsh463@gmail.com,,,MH,Morning,1.0,deterministic
ID_8387EB32,CUST_FCB4B49A,device_id,DEV_FAB5B6D2,Tablet,Chrome,DL,Night,1.0,deterministic
ID_BE34153F,CUST_D86EB996,email,faraj563@gmail.com,,,MH,Afternoon,1.0,deterministic
ID_70FAF9D0,CUST_D86EB996,device_id,DEV_5D0AFF24,Desktop,Edge,KA,Afternoon,1.0,deterministic
ID_A3BF4C91,CUST_E21A7769,email,prisha931@gmail.com,,,KA,Afternoon,1.0,deterministic
ID_F1AA3F2B,CUST_E21A7769,device_id,DEV_288EDD8D,Desktop,Firefox,MH,Morning,1.0,deterministic
ID_F6F12A70,CUST_2810A1B5,email,yatin746@gmail.com,,,DL,Night,1.0,deterministic
ID_B65BB213,CUST_2810A1B5,device_id,DEV_5C6CA94F,Mobile,Safari,MH,Evening,1.0,deterministic
ID_6E8D01CA,CUST_2810A1B5,phone,919373121316,,,TN,Morning,1.0,deterministic
ID_223F8D07,CUST_C8BBBA8B,email,teerth597@gmail.com,,,DL,Night,1.0,deterministic
ID_21D69C6D,CUST_C8BBBA8B,device_id,DEV_D1DAEBD1,Desktop,Chrome,TN,Morning,1.0,deterministic
ID_0AB7A6B0,CUST_C8BBBA8B,phone,918993410781,,,KA,Night,1.0,deterministic
ID_1F56407E,CUST_E110222E,email,januja503@gmail.com,,,KA,Afternoon,1.0,deterministic
ID_90A4A1F4,CUST_E110222E,device_id,DEV_0AD82CD0,Desktop,Safari,TN,Morning,1.0,deterministic
ID_D9ACD0A7,CUST_960A76FC,email,aarna791@gmail.com,,,TN,Night,1.0,deterministic
ID_A13FA60C,CUST_960A76FC,device_id,DEV_9E52C51F,Tablet,Chrome,MH,Morning,1.0,deterministic
ID_87F71E8D,CUST_960A76FC,phone,918404009387,,,DL,Afternoon,1.0,deterministic
ID_32AAC7F8,CUST_8ED17183,email,chanchal802@gmail.com,,,DL,Evening,1.0,deterministic
ID_86FD83AB,CUST_8ED17183,device_id,DEV_078D16E5,Mobile,Edge,MH,Night,1.0,deterministic
ID_23B31FC4,CUST_8ED17183,phone,919569631795,,,MH,Night,1.0,deterministic
ID_966013F4,CUST_BB95004D,email,dalbir794@gmail.com,,,KA,Night,1.0,deterministic
ID_1D90C3C6,CUST_BB95004D,device_id,DEV_35BC905F,Desktop,Chrome,TN,Night,1.0,deterministic
ID_C68DC55A,CUST_BB95004D,phone,919807480940,,,KA,Night,1.0,deterministic
ID_E0BCD5B5,CUST_D8BE749D,email,siya718@gmail.com,,,MH,Afternoon,1.0,deterministic
ID_0BDA1FEB,CUST_D8BE749D,device_id,DEV_1CDEDBC8,Desktop,Edge,KA,Night,1.0,deterministic
ID_5277F262,CUST_D8BE749D,phone,918936561490,,,KA,Afternoon,1.0,deterministic
ID_9FD37174,CUST_6CB57608,email,michael834@gmail.com,,,MH,Evening,1.0,deterministic
ID_48CF2A9F,CUST_6CB57608,device_id,DEV_04E2ABA6,Mobile,Chrome,TN,Afternoon,1.0,deterministic
ID_3DD57CC4,CUST_6CB57608,phone,917770316099,,,DL,Morning,1.0,deterministic
ID_319EFF6A,CUST_26E1B0EB,email,nachiket745@gmail.com,,,DL,Night,1.0,deterministic
ID_24F5F931,CUST_26E1B0EB,device_id,DEV_889C54DC,Tablet,Safari,TN,Morning,1.0,deterministic
ID_4D3B1BDC,CUST_26E1B0EB,phone,917677148323,,,TN,Afternoon,1.0,deterministic
ID_5CA41114,CUST_8C56898E,email,henry801@gmail.com,,,DL,Afternoon,1.0,deterministic
ID_FEEF41D1,CUST_8C56898E,device_id,DEV_F985E13D,Mobile,Edge,MH,Morning,1.0,deterministic
ID_2B40DC0D,CUST_8C56898E,phone,917019048939,,,DL,Morning,1.0,deterministic
ID_1C5F444C,CUST_694440B5,email,azaan160@gmail.com,,,DL,Morning,1.0,deterministic
ID_871100FD,CUST_694440B5,device_id,DEV_39CFF905,Mobile,Edge,KA,Afternoon,1.0,deterministic
ID_3B5E6C32,CUST_F8C7266D,email,xavier618@gmail.com,,,KA,Afternoon,1.0,deterministic
ID_68EB4434,CUST_F8C7266D,device_id,DEV_2BF94D1D,Mobile,Firefox,MH,Afternoon,1.0,deterministic
ID_C953DCA5,CUST_F8C7266D,phone,917541566812,,,DL,Morning,1.0,deterministic
ID_5EA9B086,CUST_8F64453D,email,turvi128@gmail.com,,,MH,Afternoon,1.0,deterministic
ID_854037CE,CUST_8F64453D,device_id,DEV_4B965FCB,Tablet,Safari,KA,Morning,1.0,deterministic
ID_CB684375,CUST_8F64453D,phone,918682756562,,,MH,Night,1.0,deterministic
ID_7BA23664,CUST_4B2F1384,email,balvan370@gmail.com,,,DL,Evening,1.0,deterministic
ID_099BE62B,CUST_4B2F1384,device_id,DEV_6F2B3DA7,Desktop,Edge,DL,Night,1.0,deterministic
ID_977C9E63,CUST_4B2F1384,phone,919645305800,,,KA,Morning,1.0,deterministic
ID_AE328889,CUST_D91D0369,email,ira187@gmail.com,,,MH,Afternoon,1.0,deterministic
ID_CDB8C00E,CUST_D91D0369,device_id,DEV_D9C9056B,Tablet,Edge,TN,Morning,1.0,deterministic
ID_017A149E,CUST_D91D0369,phone,917965728997,,,KA,Night,1.0,deterministic
ID_1A157DA3,CUST_71A2934A,email,chaitanya755@gmail.com,,,TN,Night,1.0,deterministic
ID_427DBF6F,CUST_71A2934A,device_id,DEV_55308BCE,Desktop,Edge,TN,Morning,1.0,deterministic
ID_D5B355B7,CUST_FB2D4E5B,email,nirja750@gmail.com,,,TN,Evening,1.0,deterministic
ID_568A20DA,CUST_FB2D4E5B,device_id,DEV_637A45D6,Desktop,Firefox,DL,Morning,1.0,deterministic
ID_443DB110,CUST_FB2D4E5B,phone,917442410721,,,TN,Morning,1.0,deterministic
ID_ABFEE363,CUST_CD59B969,email,falak693@gmail.com,,,TN,Evening,1.0,deterministic
ID_98CA0C26,CUST_CD59B969,device_id,DEV_513A26FE,Tablet,Edge,KA,Night,1.0,deterministic
ID_F4CEE401,CUST_CD59B969,phone,917482741244,,,TN,Afternoon,1.0,deterministic
ID_C7A1FAE8,CUST_34F50D39,email,chandresh698@gmail.com,,,KA,Evening,1.0,deterministic
ID_C649EE4D,CUST_34F50D39,device_id,DEV_04270C6D,Mobile,Edge,TN,Morning,1.0,deterministic
ID_642357A4,CUST_34F50D39,phone,917229153957,,,MH,Morning,1.0,deterministic
ID_3C700130,CUST_CEDB7614,email,manan287@gmail.com,,,KA,Afternoon,1.0,deterministic
ID_D0B5B6F6,CUST_CEDB7614,device_id,DEV_6F6702BC,Desktop,Chrome,KA,Afternoon,1.0,deterministic
ID_31A54FB1,CUST_CEDB7614,phone,917120969743,,,DL,Evening,1.0,deterministic
ID_F9F267CD,CUST_6703F9EC,email,ekaja251@gmail.com,,,MH,Evening,1.0,deterministic
ID_60FF1A32,CUST_6703F9EC,device_id,DEV_41A593F7,Desktop,Firefox,DL,Evening,1.0,deterministic
ID_5638845D,CUST_E7FDF8E3,email,nakul785@gmail.com,,,DL,Evening,1.0,deterministic
ID_63EF3595,CUST_E7FDF8E3,device_id,DEV_B74C255B,Tablet,Chrome,MH,Afternoon,1.0,deterministic
ID_7AE9BCAD,CUST_E7FDF8E3,phone,917272027092,,,KA,Morning,1.0,deterministic
ID_26DBBB8F,CUST_B3CC624F,email,avni511@gmail.com,,,MH,Night,1.0,deterministic
ID_28F345BA,CUST_B3CC624F,device_id,DEV_577D9ABA,Desktop,Safari,KA,Afternoon,1.0,deterministic
ID_86CCB95E,CUST_B3CC624F,phone,918037588983,,,MH,Afternoon,1.0,deterministic
ID_589FD4EC,CUST_13BCF28C,email,vivaan513@gmail.com,,,KA,Afternoon,1.0,deterministic
ID_51B81E94,CUST_13BCF28C,device_id,DEV_E438580D,Mobile,Safari,KA,Night,1.0,deterministic
ID_8668D376,CUST_8356E3B7,email,ekta205@gmail.com,,,TN,Morning,1.0,deterministic
ID_96FF2987,CUST_8356E3B7,device_id,DEV_AC90E1F7,Desktop,Safari,MH,Morning,1.0,deterministic
ID_83D003EF,CUST_8356E3B7,phone,917447255334,,,DL,Evening,1.0,deterministic
ID_C5473F62,CUST_9FEEEC4A,email,chatura897@gmail.com,,,KA,Night,1.0,deterministic
ID_C152F4E3,CUST_9FEEEC4A,device_id,DEV_405CFA08,Tablet,Chrome,KA,Morning,1.0,deterministic
ID_6755E5D6,CUST_9FEEEC4A,phone,917592339083,,,MH,Evening,1.0,deterministic
ID_88DE5871,CUST_852D59DB,email,devansh721@gmail.com,,,DL,Afternoon,1.0,deterministic
ID_EA4F65EE,CUST_852D59DB,device_id,DEV_18F49CD0,Tablet,Edge,KA,Afternoon,1.0,deterministic
ID_B354F241,CUST_852D59DB,phone,918700508753,,,MH,Morning,1.0,deterministic
ID_AC02A5DD,CUST_ED659A81,email,waida389@gmail.com,,,TN,Afternoon,1.0,deterministic
ID_161443F6,CUST_ED659A81,device_id,DEV_CDAA8C92,Desktop,Chrome,KA,Afternoon,1.0,deterministic
ID_0E9D29F3,CUST_ED659A81,phone,918234094274,,,MH,Morning,1.0,deterministic
ID_F8157E76,CUST_A618E3BA,email,harinakshi942@gmail.com,,,KA,Evening,1.0,deterministic
ID_1DF5FA4F,CUST_A618E3BA,device_id,DEV_410A453B,Mobile,Safari,TN,Night,1.0,deterministic
ID_E1FC4DAD,CUST_A618E3BA,phone,919176750561,,,KA,Morning,1.0,deterministic
ID_EBCFA086,CUST_FA778FB9,email,jack690@gmail.com,,,KA,Morning,1.0,deterministic
ID_1A49E7EF,CUST_FA778FB9,device_id,DEV_7268136A,Tablet,Firefox,MH,Night,1.0,deterministic
ID_F6B73EA2,CUST_FA778FB9,phone,918390860207,,,MH,Night,1.0,deterministic
ID_6B6ED792,CUST_48BD7B88,email,imaran646@gmail.com,,,TN,Evening,1.0,deterministic
ID_FF9D31C3,CUST_48BD7B88,device_id,DEV_7D7B0B04,Tablet,Safari,DL,Evening,1.0,deterministic
ID_32B18337,CUST_48BD7B88,phone,918720134028,,,TN,Evening,1.0,deterministic
ID_AA5DAD79,CUST_16ACD0C6,email,oscar230@gmail.com,,,KA,Afternoon,1.0,deterministic
ID_723DB5C5,CUST_16ACD0C6,device_id,DEV_3C2A273C,Tablet,Firefox,MH,Afternoon,1.0,deterministic
ID_E4EE849C,CUST_16ACD0C6,phone,919598188826,,,TN,Night,1.0,deterministic
ID_BA5C849E,CUST_37EB011F,email,zehaan971@gmail.com,,,KA,Afternoon,1.0,deterministic
ID_3A2EA96E,CUST_37EB011F,device_id,DEV_684EFE07,Tablet,Chrome,TN,Morning,1.0,deterministic
ID_88B012C1,CUST_88F1E24C,email,prisha511@gmail.com,,,MH,Morning,1.0,deterministic
ID_657F86B1,CUST_88F1E24C,device_id,DEV_690F6B44,Desktop,Firefox,TN,Morning,1.0,deterministic
ID_B047EBEA,CUST_C92AD391,email,theodore663@gmail.com,,,DL,Morning,1.0,deterministic
ID_B78D2869,CUST_C92AD391,device_id,DEV_1343909A,Desktop,Edge,TN,Morning,1.0,deterministic
ID_AF8A9EF2,CUST_C92AD391,phone,918726573696,,,DL,Afternoon,1.0,deterministic
ID_970A0F6B,CUST_D95E4ED6,email,guneet720@gmail.com,,,MH,Morning,1.0,deterministic
ID_72614125,CUST_D95E4ED6,device_id,DEV_D5F68F86,Mobile,Chrome,DL,Evening,1.0,deterministic
ID_844447C8,CUST_D95E4ED6,phone,917676633658,,,MH,Afternoon,1.0,deterministic
ID_751B849C,CUST_A9E98AE2,email,vinaya272@gmail.com,,,MH,Night,1.0,deterministic
ID_1F92604A,CUST_A9E98AE2,device_id,DEV_9663EFF3,Tablet,Safari,KA,Afternoon,1.0,deterministic
ID_2FDC53FD,CUST_A9E98AE2,phone,917641218072,,,KA,Morning,1.0,deterministic
ID_A00E55F9,CUST_060BDD16,email,oviya468@gmail.com,,,TN,Night,1.0,deterministic
ID_74C87AD6,CUST_060BDD16,device_id,DEV_A6022B3D,Mobile,Safari,MH,Afternoon,1.0,deterministic
ID_576B8AE3,CUST_D11AA116,email,faris111@gmail.com,,,DL,Evening,1.0,deterministic
ID_D63D0F0A,CUST_D11AA116,device_id,DEV_93BD564A,Desktop,Chrome,MH,Afternoon,1.0,deterministic
ID_39A9AE47,CUST_D11AA116,phone,918708354514,,,KA,Night,1.0,deterministic
ID_AF30CF5E,CUST_CCAC32CA,email,farhan672@gmail.com,,,TN,Night,1.0,deterministic
ID_6FACED05,CUST_CCAC32CA,device_id,DEV_FCB12FC3,Mobile,Safari,MH,Evening,1.0,deterministic
ID_B089C6CE,CUST_CCAC32CA,phone,918878864187,,,KA,Evening,1.0,deterministic
ID_D66EF249,CUST_AC9B2E3E,email,ati276@gmail.com,,,MH,Evening,1.0,deterministic
ID_B425A02A,CUST_AC9B2E3E,device_id,DEV_51B21525,Tablet,Firefox,DL,Evening,1.0,deterministic
ID_4559230C,CUST_7F8ED2EF,email,raghav876@gmail.com,,,DL,Evening,1.0,deterministic
ID_ED126810,CUST_7F8ED2EF,device_id,DEV_F4160BBD,Mobile,Chrome,DL,Afternoon,1.0,deterministic
ID_695ACE27,CUST_7F8ED2EF,phone,919425266214,,,MH,Afternoon,1.0,deterministic
ID_D7D53348,CUST_A778788F,email,watika126@gmail.com,,,MH,Morning,1.0,deterministic
ID_E1F9D0AE,CUST_A778788F,device_id,DEV_44D7B7D3,Desktop,Safari,TN,Night,1.0,deterministic
ID_99BD8696,CUST_A778788F,phone,919481006074,,,KA,Morning,1.0,deterministic
ID_0AEE999D,CUST_630EA12D,email,imaran934@gmail.com,,,DL,Morning,1.0,deterministic
ID_D987D98B,CUST_630EA12D,device_id,DEV_123763EB,Desktop,Edge,MH,Afternoon,1.0,deterministic
ID_2E78A690,CUST_630EA12D,phone,919339897122,,,MH,Afternoon,1.0,deterministic
ID_92A60D47,CUST_844A74FA,email,gavin234@gmail.com,,,KA,Evening,1.0,deterministic
ID_9DFD5DCA,CUST_844A74FA,device_id,DEV_B90459A5,Desktop,Safari,TN,Afternoon,1.0,deterministic
ID_E9E06FE2,CUST_844A74FA,phone,918984899628,,,KA,Afternoon,1.0,deterministic
ID_B8088A5E,CUST_5EA551EB,email,hamsini158@gmail.com,,,DL,Morning,1.0,deterministic
ID_227B965B,CUST_5EA551EB,device_id,DEV_CA134274,Desktop,Firefox,TN,Afternoon,1.0,deterministic
ID_52BB7FE4,CUST_5EA551EB,phone,918130207188,,,DL,Night,1.0,deterministic
ID_55FFDE4C,CUST_C7B4B9BD,email,karan889@gmail.com,,,MH,Night,1.0,deterministic
ID_F37A781E,CUST_C7B4B9BD,device_id,DEV_C95A270E,Mobile,Chrome,TN,Night,1.0,deterministic
ID_E8F7D3E0,CUST_C7B4B9BD,phone,918590923239,,,DL,Evening,1.0,deterministic
ID_5F5F4E32,CUST_17A20F69,email,ranveer135@gmail.com,,,TN,Morning,1.0,deterministic
ID_E19C1B09,CUST_17A20F69,device_id,DEV_CCAB15F8,Mobile,Chrome,KA,Afternoon,1.0,deterministic
ID_7ACDF5EC,CUST_17A20F69,phone,917911338713,,,DL,Afternoon,1.0,deterministic
ID_9357E057,CUST_555700B4,email,pushti48@gmail.com,,,MH,Evening,1.0,deterministic
ID_C42EAC37,CUST_555700B4,device_id,DEV_840CD044,Mobile,Firefox,KA,Morning,1.0,deterministic
ID_2959C42A,CUST_555700B4,phone,917738719184,,,TN,Evening,1.0,deterministic
ID_B23EE224,CUST_259657D3,email,sanaya104@gmail.com,,,KA,Evening,1.0,deterministic
ID_E9E45191,CUST_259657D3,device_id,DEV_D848139A,Tablet,Edge,DL,Morning,1.0,deterministic
ID_B3551171,CUST_64ECE7EE,email,chatura283@gmail.com,,,DL,Evening,1.0,deterministic
ID_D657403E,CUST_64ECE7EE,device_id,DEV_68B5C360,Desktop,Firefox,DL,Morning,1.0,deterministic
ID_D79CD0F0,CUST_64ECE7EE,phone,919085114566,,,KA,Night,1.0,deterministic
ID_4F9FDB8C,CUST_357B8D04,email,gaurang626@gmail.com,,,TN,Afternoon,1.0,deterministic
ID_5D0ADC43,CUST_357B8D04,device_id,DEV_57C1142A,Tablet,Chrome,TN,Morning,1.0,deterministic
ID_F81B1FBC,CUST_357B8D04,phone,918897515182,,,MH,Afternoon,1.0,deterministic
ID_3F00701E,CUST_D3C96A5E,email,indira918@gmail.com,,,DL,Morning,1.0,deterministic
ID_FBA75281,CUST_D3C96A5E,device_id,DEV_9AA5987F,Tablet,Chrome,KA,Evening,1.0,deterministic
ID_84BD5E6E,CUST_D3C96A5E,phone,919356496972,,,TN,Morning,1.0,deterministic
ID_0E392BF5,CUST_DCF1FC29,email,matthew907@gmail.com,,,TN,Evening,1.0,deterministic
ID_7E71E95B,CUST_DCF1FC29,device_id,DEV_B0F1BEFA,Tablet,Firefox,MH,Morning,1.0,deterministic
ID_2CAC610A,CUST_4E07FA68,email,zayyan272@gmail.com,,,MH,Evening,1.0,deterministic
ID_9C1867BE,CUST_4E07FA68,device_id,DEV_8720A7D5,Mobile,Chrome,DL,Night,1.0,deterministic
ID_8D3F9D57,CUST_6610877B,email,osha639@gmail.com,,,MH,Morning,1.0,deterministic
ID_702194C8,CUST_6610877B,device_id,DEV_FFD22F47,Mobile,Edge,MH,Afternoon,1.0,deterministic
ID_5F58D4C9,CUST_CDE020CE,email,mitali947@gmail.com,,,KA,Evening,1.0,deterministic
ID_6DFE15C0,CUST_CDE020CE,device_id,DEV_395699B1,Tablet,Safari,TN,Evening,1.0,deterministic
ID_26E2B9C3,CUST_CDE020CE,phone,917921324342,,,KA,Morning,1.0,deterministic
ID_9FDD2482,CUST_6633CBAE,email,gunbir609@gmail.com,,,KA,Night,1.0,deterministic
ID_466BA4ED,CUST_6633CBAE,device_id,DEV_38297A6C,Desktop,Edge,KA,Afternoon,1.0,deterministic
ID_2DDDC6C1,CUST_2C34128B,email,ikshita455@gmail.com,,,MH,Evening,1.0,deterministic
ID_1FE1C786,CUST_2C34128B,device_id,DEV_29E25640,Tablet,Firefox,KA,Afternoon,1.0,deterministic
ID_59905320,CUST_2C34128B,phone,919156949231,,,DL,Morning,1.0,deterministic
ID_1FA05EC0,CUST_7A39BAA4,email,onkar387@gmail.com,,,KA,Afternoon,1.0,deterministic
ID_693B906F,CUST_7A39BAA4,device_id,DEV_E4E68275,Desktop,Safari,DL,Night,1.0,deterministic
ID_5082789E,CUST_AA3A1862,email,gautami740@gmail.com,,,TN,Evening,1.0,deterministic
ID_6661DED6,CUST_AA3A1862,device_id,DEV_C28E617F,Tablet,Edge,TN,Morning,1.0,deterministic
ID_846F6E05,CUST_AA3A1862,phone,917251641981,,,MH,Evening,1.0,deterministic
ID_D10CAD25,CUST_CC054EE0,email,dominic970@gmail.com,,,MH,Afternoon,1.0,deterministic
ID_E10D5B6C,CUST_CC054EE0,device_id,DEV_30CC7205,Tablet,Safari,TN,Afternoon,1.0,deterministic
ID_7B262C7A,CUST_CC054EE0,phone,919040123199,,,DL,Evening,1.0,deterministic
ID_ACA9C888,CUST_37055F28,email,eesha78@gmail.com,,,KA,Night,1.0,deterministic
ID_5886C543,CUST_37055F28,device_id,DEV_2372F72E,Desktop,Chrome,DL,Morning,1.0,deterministic
ID_A2CCAE59,CUST_06B32EE5,email,avi883@gmail.com,,,DL,Afternoon,1.0,deterministic
ID_F41622EC,CUST_06B32EE5,device_id,DEV_E1A95D71,Mobile,Firefox,MH,Night,1.0,deterministic
ID_DC8C1829,CUST_06B32EE5,phone,919678594055,,,DL,Morning,1.0,deterministic
ID_01380055,CUST_65E04417,email,samaksh707@gmail.com,,,KA,Night,1.0,deterministic
ID_096B1748,CUST_65E04417,device_id,DEV_B88256D5,Desktop,Edge,MH,Afternoon,1.0,deterministic
ID_9D85710A,CUST_E6D7B89B,email,ayush897@gmail.com,,,DL,Afternoon,1.0,deterministic
ID_3D96F56E,CUST_E6D7B89B,device_id,DEV_DF688F07,Tablet,Edge,MH,Evening,1.0,deterministic
ID_FD2FC674,CUST_E6D7B89B,phone,917161154281,,,KA,Night,1.0,deterministic
ID_5248CB21,CUST_270F74DF,email,ira166@gmail.com,,,TN,Evening,1.0,deterministic
ID_94140461,CUST_270F74DF,device_id,DEV_82E3C054,Mobile,Edge,DL,Afternoon,1.0,deterministic
ID_03BAD2A4,CUST_910181D2,email,andrew940@gmail.com,,,DL,Evening,1.0,deterministic
ID_60DADFB0,CUST_910181D2,device_id,DEV_D9C4ADE5,Desktop,Firefox,MH,Morning,1.0,deterministic
ID_5C6A4CB9,CUST_910181D2,phone,917851516565,,,KA,Morning,1.0,deterministic
ID_B4D15F2F,CUST_6301D9F7,email,amol896@gmail.com,,,MH,Night,1.0,deterministic
ID_24CCEB9E,CUST_6301D9F7,device_id,DEV_FF363C8D,Desktop,Safari,TN,Evening,1.0,deterministic
ID_EA3A70D6,CUST_6301D9F7,phone,919602303320,,,TN,Night,1.0,deterministic
ID_30D13144,CUST_A33A37D8,email,jagvi948@gmail.com,,,MH,Morning,1.0,deterministic
ID_836FD60C,CUST_A33A37D8,device_id,DEV_D940A4A1,Desktop,Edge,KA,Afternoon,1.0,deterministic
ID_86F14496,CUST_A33A37D8,phone,917780265143,,,MH,Afternoon,1.0,deterministic
ID_DDD97F40,CUST_8F84B196,email,damini439@gmail.com,,,MH,Morning,1.0,deterministic
ID_B3CD5BDA,CUST_8F84B196,device_id,DEV_A908ECCB,Tablet,Safari,KA,Evening,1.0,deterministic
ID_853A4DD9,CUST_9C39A1BB,email,bhavya160@gmail.com,,,KA,Night,1.0,deterministic
ID_33F01C90,CUST_9C39A1BB,device_id,DEV_D9242627,Desktop,Firefox,TN,Morning,1.0,deterministic
ID_79071D9D,CUST_9C39A1BB,phone,919300805176,,,MH,Morning,1.0,deterministic
ID_ED2B1D52,CUST_4A5C1BEB,email,ekbal552@gmail.com,,,DL,Evening,1.0,deterministic
ID_BBF28F6C,CUST_4A5C1BEB,device_id,DEV_ABD8903B,Desktop,Firefox,MH,Evening,1.0,deterministic
ID_A569412E,CUST_4A5C1BEB,phone,918818734208,,,DL,Morning,1.0,deterministic
ID_35E779D0,CUST_90CC98DA,email,mohammed225@gmail.com,,,TN,Morning,1.0,deterministic
ID_3D030C37,CUST_90CC98DA,device_id,DEV_F5660EE7,Desktop,Safari,MH,Night,1.0,deterministic
ID_3B93BED0,CUST_90CC98DA,phone,917827330327,,,TN,Evening,1.0,deterministic
ID_BC6B0B51,CUST_D3620381,email,om499@gmail.com,,,MH,Night,1.0,deterministic
ID_B011DA69,CUST_D3620381,device_id,DEV_28086C36,Desktop,Firefox,KA,Morning,1.0,deterministic
ID_D1DA0E50,CUST_D3620381,phone,918336200706,,,KA,Evening,1.0,deterministic
ID_EF08881F,CUST_B13B4F5E,email,jai278@gmail.com,,,TN,Morning,1.0,deterministic
ID_4E56DFF1,CUST_B13B4F5E,device_id,DEV_B760E8EA,Mobile,Firefox,TN,Night,1.0,deterministic
ID_7B6BC825,CUST_B13B4F5E,phone,919573011045,,,KA,Night,1.0,deterministic
